title,overview,genres,emotion,link
Hereditary,"Following the death of the Leigh family matriarch, Annie and her children uncover disturbing secrets about their heritage. Their daily lives are not only impacted, but they also become entangled in a chilling fate from which they cannot escape, driving them to the brink of madness.","['Horror', 'Thriller', 'Mystery']",fear,https://www.themoviedb.org/movie/493922
I Still Know What You Did Last Summer,"Ever since killing the Fisherman one year ago, Julie James is still haunted by images of him after her. When her best friend Karla wins free tickets to the Bahamas, Julie finds this a perfect opportunity to finally relax. But someone is waiting for her. Someone who she thought was dead. Someone who is out again for revenge.","['Horror', 'Thriller', 'Mystery']",fear,https://www.themoviedb.org/movie/3600
The Devil's Advocate,"Aspiring Florida defense lawyer Kevin Lomax accepts a job at a New York law firm. With the stakes getting higher every case, Kevin quickly learns that his boss has something far more evil planned.","['Horror', 'Thriller', 'Mystery']",fear,https://www.themoviedb.org/movie/1813
Get Out,"Chris and his girlfriend Rose go upstate to visit her parents for the weekend. At first, Chris reads the family's overly accommodating behavior as nervous attempts to deal with their daughter's interracial relationship, but as the weekend progresses, a series of increasingly disturbing discoveries lead him to a truth that he never could have imagined.","['Horror', 'Thriller', 'Mystery']",fear,https://www.themoviedb.org/movie/419430
Trap,"A father and teen daughter attend a pop concert, where they realize they're at the center of a dark and sinister event.","['Horror', 'Thriller', 'Mystery']",fear,https://www.themoviedb.org/movie/1032823
Home Sweet Home: Rebirth,"When a city is overrun with a demonically-possessed crowd, a cop must find the source of evil to save his family.","['Horror', 'Thriller', 'Mystery']",fear,https://www.themoviedb.org/movie/1353117
Sleepy Hollow,"Skeptical young detective Ichabod Crane gets transferred to the hamlet of Sleepy Hollow, New York, where he is tasked with investigating the decapitations of three people – murders the townsfolk attribute to a legendary specter, The Headless Horseman.","['Horror', 'Thriller', 'Mystery']",fear,https://www.themoviedb.org/movie/2668
Opus,"A young writer is invited to the remote compound of a legendary pop star who mysteriously disappeared thirty years ago. Surrounded by the star's cult of sycophants and intoxicated journalists, she finds herself in the middle of his twisted plan.","['Horror', 'Thriller', 'Mystery']",fear,https://www.themoviedb.org/movie/1202479
Sinister,"True-crime writer Ellison Oswald is in a slump; he hasn't had a best seller in more than 10 years and is becoming increasingly desperate for a hit. So, when he discovers the existence of a snuff film showing the deaths of a family, he vows to solve the mystery. He moves his own family into the victims' home and gets to work. However, when old film footage and other clues hint at the presence of a supernatural force, Ellison learns that living in the house may be fatal.","['Horror', 'Thriller', 'Mystery']",fear,https://www.themoviedb.org/movie/82507
The Others,"Grace is a religious woman who lives in an old house kept dark because her two children, Anne and Nicholas, have a rare sensitivity to light. When the family begins to suspect the house is haunted, Grace fights to protect her children at any cost in the face of strange events and disturbing visions.","['Horror', 'Thriller', 'Mystery']",fear,https://www.themoviedb.org/movie/1933
The Ritual,"A group of college friends reunite for a trip to the forest, but encounter a menacing presence in the woods that's stalking them.","['Horror', 'Thriller', 'Mystery']",fear,https://www.themoviedb.org/movie/433808
The Home,"A troubled man starts working at a retirement home and realizes its residents and caretakers harbor sinister secrets. As he investigates the building and its forbidden fourth floor, he starts to uncover connections to his own past and upbringing as a foster child.","['Horror', 'Thriller', 'Mystery']",fear,https://www.themoviedb.org/movie/926606
Exhuma,"After tracing the origin of a disturbing supernatural affliction to a wealthy family's ancestral gravesite, a team of paranormal experts relocates the remains—and soon discovers what happens to those who dare to mess with the wrong grave.","['Horror', 'Thriller', 'Mystery']",fear,https://www.themoviedb.org/movie/838209
Immaculate,"An American nun embarks on a new journey when she joins a remote convent in the Italian countryside. However, her warm welcome quickly turns into a living nightmare when she discovers her new home harbours a sinister secret and unspeakable horrors.","['Horror', 'Thriller', 'Mystery']",fear,https://www.themoviedb.org/movie/1041613
Life,"The six-member crew of the International Space Station is tasked with studying a sample from Mars that may be the first proof of extra-terrestrial life, which proves more intelligent than ever expected.","['Horror', 'Thriller', 'Mystery']",fear,https://www.themoviedb.org/movie/395992
Us,"Husband and wife Gabe and Adelaide Wilson take their kids to their beach house expecting to unplug and unwind with friends. But as night descends, their serenity turns to tension and chaos when some shocking visitors arrive uninvited.","['Horror', 'Thriller', 'Mystery']",fear,https://www.themoviedb.org/movie/458723
Escape Room,"Six strangers find themselves in circumstances beyond their control, and must use their wits to survive.","['Horror', 'Thriller', 'Mystery']",fear,https://www.themoviedb.org/movie/522681
The Skin I Live In,A brilliant plastic surgeon creates a synthetic skin that withstands any kind of damage. His guinea pig: a mysterious and volatile woman who holds the key to his obsession.,"['Horror', 'Thriller', 'Mystery']",fear,https://www.themoviedb.org/movie/63311
Copycat,An agoraphobic psychologist and a female detective must work together to take down a serial killer who copies serial killers from the past.,"['Horror', 'Thriller', 'Mystery']",fear,https://www.themoviedb.org/movie/1710
Ghostland,"A mother of two inherits a home from her aunt. On the first night in the new home she is confronted with murderous intruders and fights for her daughters’ lives. Sixteen years later the daughters reunite at the house, and that is when things get strange...","['Horror', 'Thriller', 'Mystery']",fear,https://www.themoviedb.org/movie/476299
Knock at the Cabin,"While vacationing at a remote cabin, a young girl and her two fathers are taken hostage by four armed strangers who demand that the family make an unthinkable choice to avert the apocalypse. With limited access to the outside world, the family must decide what they believe before all is lost.","['Horror', 'Thriller', 'Mystery']",fear,https://www.themoviedb.org/movie/631842
Escape Room: Tournament of Champions,"Six people unwittingly find themselves locked in another series of escape rooms, slowly uncovering what they have in common to survive... and discovering they've all played the games before.","['Horror', 'Thriller', 'Mystery']",fear,https://www.themoviedb.org/movie/585216
Vivarium,"A young woman and her fiancé are in search of the perfect starter home. After following a mysterious real estate agent to a new housing development, the couple finds themselves trapped in a maze of identical houses and forced to raise an otherworldly child.","['Horror', 'Thriller', 'Mystery']",fear,https://www.themoviedb.org/movie/458305
House of Wax,A group of unwitting teens are stranded near a strange wax museum and soon must fight to survive and keep from becoming the next exhibit.,"['Horror', 'Thriller', 'Mystery']",fear,https://www.themoviedb.org/movie/10066
The Empty Man,"Retired cop James Lasombra is asked by a friend to investigate the disappearance of her daughter, who seemingly packed in the night and left an ominous message on the bathroom mirror - ""The Empty Man Made Me Do It."" As he investigates this mysterious figure further, James begins to see and hear strange things, and is forced to come to terms with his past and what it means for his future.","['Horror', 'Thriller', 'Mystery']",fear,https://www.themoviedb.org/movie/516632
The Case of the Bloody Iris,"A high-rise apartment populated by models, nightclub dancers and call girls becomes the focus of a mysterious serial killer. When a young model named Jennifer and her friend Marilyn move into one of the victims' former apartments, Jennifer becomes the next target and the pair try to identify the killer.","['Horror', 'Thriller', 'Mystery']",fear,https://www.themoviedb.org/movie/29167
Marrowbone,A young man and his three younger siblings are plagued by a sinister presence in the sprawling manor in which they live.,"['Horror', 'Thriller', 'Mystery']",fear,https://www.themoviedb.org/movie/399366
